lat,lon,store
-4.84479,105.44808,L085
-6.48683,105.80307,T462
-6.89996,108.71163,V889
-7.28596,112.35684,2A1E
1.67916,101.42843,1ABK
-8.29496,112.49798,M1U1
5.04523,97.33002,W617
-8.4651,118.74387,1SAF
-6.4871,106.72641,X995
-7.30561,112.42963,U991
0.08733,111.50539,1P1I
-7.01156,112.5126,U433
-8.63253,117.6068,1S59
1.25822,124.77734,1Y88
-1.02946,102.87189,1DQ6
-1.90182,113.28397,1G7G
-7.31453,112.21806,2A1F
-7.18097,112.39371,2A1G
-8.77359,116.47623,1SAV
-7.00677,113.845,UA31
-7.90482,113.82418,Y436
-5.39944,105.24433,L584
-6.51997,108.2497,V916
-6.25449,106.69011,TG10
-7.15337,113.47546,U255
-7.0196,109.91782,HB48
-8.5966,116.52483,1SAL
-8.06369,111.87161,M1T6
-7.03225,109.67887,HB60
0.8738,124.00662,1YI6
-3.78925,103.53904,P825
-6.9812046,112.2905231,2A3B
-7.10259,112.37243,2AC4
-4.01891,104.72904,P441
0.01644,110.89565,1PD8
-7.532722,110.775499,OA07
-7.8423,110.16668,O482
0.80681,124.65495,1YM8
-6.62936,110.68371,2AJ1
-3.4456772,119.3648347,R659
-6.74231,107.04647,2J78
-6.34987,107.34607,CC18
-7.36589,109.63557,I361
-6.31193,107.34986,1J6L
-5.73831,105.78297,L656
-6.07174,107.16294,CG09
-3.44368,104.20905,P831
-8.110370994092,111.94846075017,M1V2
-7.57977,112.15564,M220
-5.99367,106.07642,2GM7
-4.16348,105.3777,1VH8
-1.2858587,103.4944208,1DR5
-7.72457,110.55609,OA05
-4.84116,104.88744,L497
-6.35294,106.03653,TB38
-8.5676453,115.1795187,Q655
-4.33228,105.15777,P347
-7.08473,107.46652,N880
-0.96138,114.89216,1G4I
-6.85643,107.47644,N881
-6.9197867,107.5607693,N889
-7.25252,106.62508,2JT1
-6.41339,106.87005,X683
-7.21289,108.91823,I524
-7.34756,109.34988,I764
3.51692,98.7753,W377
-6.55747,106.73528,XA13
-6.24752,106.92388,J527
-7.58073,110.81624,O120
-6.19846,107.00657,ED21
-6.65475,106.86201,X453
-7.80512,113.97511,Y434
-7.88523,113.89518,Y440
-3.84686,119.81882,R630
-6.75133,110.86079,2A4U
-6.90332,109.7321,H150
-6.87672,109.45987,H836
1.47366,124.84456,1Y59
-7.75518,110.49953,O145
-6.9527637,107.6615164,BH27
1.0355699,104.0509768,2DO6
-7.0514285,107.576561,BH23
-8.6107702,115.1991117,Q667
-8.6927540677678,115.22634013603,Q669
-8.6256022,115.2238186,Q677
-6.98148558,108.31116257,V982
-6.1436834,106.1753264,2GT1
-8.6974513,115.1857953,Q672
-8.6598366,115.2031336,Q680
-7.0064941469831,111.98705546013,2A6F
-0.8830957,131.280508,UB18
-8.6927279,115.1979893,Q704
0.4953015,101.4914079,1ADI
-6.91089,109.72832,HC43
-7.44772,109.394,I857
-6.1757415,106.7988032,KF07
-7.1176578,107.4348472,N913
-6.86464623,108.722009,VA04
-7.250064,110.066554,OA43
-6.9916805,112.112796,2A6V
-6.11594,106.77604,TH06
-7.03589,109.57141,HC46
-6.09578,107.395041,1J2V
-8.4492939175962,118.72621137156,1SFD
-8.6490124,115.2292422,Q709
-6.2888560497207,106.6512338834,TH11
-6.8980886,107.6040624,N909
-6.94802556228096,107.01755995149826,2JV9
-6.50662735,108.14571757,VA22
-6.3002741254902,106.68083388358,TH22
-6.25143,106.61837,TH23
-6.18364,106.77762,KF18
